TERM,COLL,CRN,DEPT,SAPR,XLST,PTRM,Subj_Crsnumb,CRSE_TITLE,SEQ_NUMB,SCHD,INSM_CODE,CRSE_DELVRY,CAMP,SESS,CREDIT_HR_LOW,CREDIT_HR_HIGH,CREDIT_HRS,SEST,SES#,DAYS,START TIME,END TIME,SCHD,LOC,INSTRUCTOR,FCST_CODE,ENROLL,MAX_ENRL,XLST_ENRL,XLST_MAX_ENRL,CRSE_STATUS,COMMENTS,FEES,DETAIL CODE,SEC,SSBSECT_VOICE_AVAIL,WL_LIMIT,WL_ENRL,RSRV_IND,RESV_LIMIT,RESV_ENRL,NRESV_LIMIT,NRESV_ENRL,RESV_LIST
202505,PC,51722,12,,,7,MATH 0999,SUPPORT FOR COLLEGE ALGEBRA,16,A,E,O,PF,B,2,,,A,1,TBA,TBA,,A,ONLINE ,"01 Lovelace, Ada",FT,24,24,,,20,"You must also register for Math 1111 CRN: 53358. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,53481,12,,,7,MATH 0999,SUPPORT FOR COLLEGE ALGEBRA,20,A,E,O,PF,B,2,,,A,1,TBA,TBA,,A,ONLINE ,"01 Lovelace, Ada",FT,24,24,,,22,"You must also register for Math 1111 CRN: 53482. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,53358,12,,,7,MATH 1111,COLLEGE ALGEBRA,30,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Lovelace, Ada",FT,24,24,,,20,"You must also register for Math 0999 CRN: 51722. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,53482,12,,,7,MATH 1111,COLLEGE ALGEBRA,36,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Lovelace, Ada",FT,24,24,,,22,"You must also register for Math 0999 CRN: 53481. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,54657,12,,,7,MATH 1001,QUANTITATIVE REASONING,16,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 White, Walter",FT,17,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,54656,12,,,7,MATH 1001,QUANTITATIVE REASONING,18,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 White, Walter",FT,11,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,51737,12,,,7,MATH 1111,COLLEGE ALGEBRA,24,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Doom, Victor",FT,24,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,54698,12,,,7,MATH 1111,COLLEGE ALGEBRA,38,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Doom, Victor",FT,8,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,51752,12,,,7,MATH 2008,FOUND NUMBERS & OPERATIONS,2,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Doom, Victor",FT,15,30,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,54919,12,,,7,MATH 0997,SUPPORT FOR QUANT REASONING,32,A,T,F,PS,A,1,,,A,1,TR,1000,1055,A,SH 1500,"01 Banner, Bruce",PT,13,24,,,0,"This is a co-requisite class, therefore it must be taken together with the MATH 1001 course (CRN 54920).",,,A,Y,0,0,,,,,,
202505,PC,54920,12,,,7,MATH 1001,QUANTITATIVE REASONING,54,A,T,F,PS,A,3,,,A,1,TR,1100,1345,A,SH 1500,"01 Banner, Bruce",PT,13,24,,,0,"This is a co-requisite class, therefore it must be taken together with the MATH 0997 course (CRN 54919).",,,A,Y,0,0,,,,,,
202505,PC,54759,12,,,7,MATH 0997,SUPPORT FOR QUANT REASONING,14,A,E,O,PF,B,1,,,A,1,TBA,TBA,,A,ONLINE ,"01 Johnson, Katherine",FT,24,24,,,12,"You must also register for Math 1001 CRN: 54760. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,52977,12,,,7,MATH 0997,SUPPORT FOR QUANT REASONING,24,A,E,O,PF,B,1,,,A,1,TBA,TBA,,A,ONLINE ,"01 Johnson, Katherine",FT,11,24,,,17,"You must also register for Math 1001 CRN: 51728. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.
",,,A,Y,0,0,,,,,,
202505,PC,54760,12,,,7,MATH 1001,QUANTITATIVE REASONING,22,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Johnson, Katherine",FT,24,24,,,12,"You must also register for Math 0997 CRN: 54759. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,51728,12,,,7,MATH 1001,QUANTITATIVE REASONING,40,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Johnson, Katherine",FT,11,24,,,17,"You must also register for Math 0997 CRN: 52977. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.
",,,A,Y,0,0,,,,,,
202505,PC,53037,12,,,7,MATH 1401,ELEMENTARY STATISTICS,24,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Stark, Tony",FT,24,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,51723,12,,,7,MATH 0999,SUPPORT FOR COLLEGE ALGEBRA,24,A,E,O,PF,B,2,,,A,1,TBA,TBA,,A,ONLINE ,"01 Stark, Tony",FT,24,24,,,24,"You must also register for Math 1111 CRN: 51736. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,52850,12,,,7,MATH 0999,SUPPORT FOR COLLEGE ALGEBRA,26,A,E,O,PF,B,2,,,A,1,TBA,TBA,,A,ONLINE ,"01 Stark, Tony",FT,24,24,,,25,"You must also register for Math 1111 CRN: 52985. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer. 	",,,A,Y,0,0,,,,,,
202505,PC,51736,12,,,7,MATH 1111,COLLEGE ALGEBRA,22,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Stark, Tony",FT,24,24,,,24,"You must also register for Math 0999 CRN: 51723. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,52985,12,,,7,MATH 1111,COLLEGE ALGEBRA,32,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Stark, Tony",FT,24,24,,,25,"You must also register for Math 0999 CRN: 52850. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,53919,12,,,7,MATH 1113,PRECALCULUS,24,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Dinkley, Velma",FT,24,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your compute",,,A,Y,0,0,,,,,,
202505,PC,53987,12,,,7,MATH 1113,PRECALCULUS,30,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Dinkley, Velma",FT,13,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,52257,12,,,7,MATH 0997,SUPPORT FOR QUANT REASONING,18,A,E,O,PF,B,1,,,A,1,TBA,TBA,,A,ONLINE ,"01 Ramanujan, Amita",FT,24,24,,,14,"You must also register for Math 1001 CRN: 52259. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,52978,12,,,7,MATH 0997,SUPPORT FOR QUANT REASONING,22,A,E,O,PF,B,1,,,A,1,TBA,TBA,,A,ONLINE ,"01 Ramanujan, Amita",FT,25,24,,,16,"You must also register for Math 1001 CRN: 52260. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,52260,12,,,7,MATH 1001,QUANTITATIVE REASONING,26,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Ramanujan, Amita",FT,25,24,,,16,"You must also register for Math 0997 CRN: 52978. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,52259,12,,,7,MATH 1001,QUANTITATIVE REASONING,28,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Ramanujan, Amita",FT,24,24,,,14,"You must also register for Math 0997 CRN: 52257 This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,54680,12,,,7,MATH 0996,SUPPORT FOR ELEM STATISTICS,6,A,E,O,PF,B,2,,,A,1,TBA,TBA,,A,ONLINE ,"01 Kent, Clark",FT,10,24,,,3,"You must also register for Math 1401 CRN: 54681. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,54677,12,,,7,MATH 0996,SUPPORT FOR ELEM STATISTICS,10,A,E,O,PF,B,2,,,A,1,TBA,TBA,,A,ONLINE ,"01 Kent, Clark",FT,10,24,,,27,"You must also register for Math 1401 CRN: 54578. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,54678,12,,,7,MATH 1401,ELEMENTARY STATISTICS,36,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Kent, Clark",FT,10,24,,,27,"You must also register for Math 0996 CRN: 54677. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,54681,12,,,7,MATH 1401,ELEMENTARY STATISTICS,46,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Kent, Clark",FT,10,24,,,3,"You must also register for Math 0996 CRN: 54680. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,52522,12,,,7,MATH 2641,LINEAR ALGEBRA I,10,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 McCoy, Leonard",FT,24,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,53705,12,,,7,MATH 2641,LINEAR ALGEBRA I,12,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 McCoy, Leonard",FT,24,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,54689,12,,,7,MATH 2641,LINEAR ALGEBRA I,14,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 McCoy, Leonard",FT,17,24,,,0,"This course will encourage students to practice the entrepreneurial mindset and digital skills to explore, create, and disseminate innovative solutions to the worldâ€™s most pressing problems while overcoming perceived resource constraints. Through individual and collaborative projects, hands-on web development, and effective communication strategies, students will cultivate their own capacity to contribute to the awareness and sharing of innovative solutions to real-world issues for a global audience.",,,A,Y,0,0,,,,,,
202505,PC,52509,12,,,7,MATH 0996,SUPPORT FOR ELEM STATISTICS,14,A,T,F,PN,A,2,,,A,1,TR,1100,1250,A,NE 0350,"01 Brown, Emmett",FT,2,24,,,6,You must also register for Math 1401 CRN: 52510.,,,A,Y,0,0,,,,,,
202505,PC,52510,12,,,7,MATH 1401,ELEMENTARY STATISTICS,58,A,T,F,PN,A,3,,,A,1,TR,800,1045,A,NE 0350,"01 Brown, Emmett",FT,2,24,,,6,You must also register for Math 0996 CRN: 52509.,,,A,Y,0,0,,,,,,
202505,PC,53003,12,,,7,MATH 1401,ELEMENTARY STATISTICS,18,A,T,F,PC,A,3,,,A,1,MW,1300,1545,A,CH 3130,"01 Brown, Emmett",PT,13,24,,,0,,,,A,Y,0,0,,,,,,
202505,PC,51711,12,,,7,MATH 0997,SUPPORT FOR QUANT REASONING,2,A,T,F,PC,B,1,,,A,1,TR,1300,1355,A,CD 1120,"01 Octavius, Otto",PT,22,25,,,0,"This course is designed as support for Math 1001. Course material info will be given at the first class meeting. Students who register for this course must also register for Math 1001 MW 1400-1645 CRN 51730.
",,,A,Y,0,0,,,,,,
202505,PC,51730,12,,,7,MATH 1001,QUANTITATIVE REASONING,8,A,T,F,PC,B,3,,,A,1,TR,1000,1245,A,CD 1120,"01 Octavius, Otto",PT,22,25,,,0,"Course requires a TI-84 calculator, iCollege and MyMathLab access code. Students who register for this course must also register for Math 0997 MW 1000-1055 CRN 51711.
",,,A,Y,0,0,,,,,,
202505,PC,54756,12,,,7,MATH 2211,CALCULUS OF ONE VARIABLE I,18,A,E,O,PF,B,4,,,A,1,TBA,TBA,,A,ONLINE ,"01 Octavius, Otto",FT,24,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Start Here module. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,53468,12,,,7,MATH 2211,CALCULUS OF ONE VARIABLE I,22,A,E,O,PF,B,4,,,A,1,TBA,TBA,,A,ONLINE ,"01 Octavius, Otto",FT,24,24,,,0,"This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.",,,A,Y,0,0,,,,,,
202505,PC,51827,12,,,7,MATH 0997,SUPPORT FOR QUANT REASONING,28,A,T,F,PN,A,1,,,A,1,MW,1300,1355,A,NE 1220,"01 Xavier, Charles",FT,14,24,,,0,This course is designed as support for Math 1001. Course material info will be given at the first class meeting.  Students in this section must also register for Math 1001 CRN 51826,,,A,Y,0,0,,,,,,
202505,PC,51826,12,,,7,MATH 1001,QUANTITATIVE REASONING,50,A,T,F,PN,A,3,,,A,1,MW,1000,1245,A,NE 1220,"01 Xavier, Charles",FT,14,24,,,0,"Course requires a TI-84 calculator, iCollege and MyLab Math access code. Students in this section must also register for Math 0997 CRN 51827
",,,A,Y,0,0,,,,,,
202505,PC,55158,12,,,7,MATH 1001,QUANTITATIVE REASONING,101,A,T,F,PN,A,3,,,A,1,TR,1400,1645,A,NE 1220,"01 Xavier, Charles",FT,7,24,,,0,,,,A,Y,0,0,,,,,,
202505,PC,51709,12,,,7,MATH 0997,SUPPORT FOR QUANT REASONING,8,A,E,O,PF,B,1,,,A,1,TBA,TBA,,A,ONLINE ,"01 Spengler, Egon",FT,24,24,,,9,"You must also register for Math 1001 CRN: 51727 This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,52258,12,,,7,MATH 0997,SUPPORT FOR QUANT REASONING,16,A,E,O,PF,B,1,,,A,1,TBA,TBA,,A,ONLINE ,"01 Spengler, Egon",FT,24,24,,,13,"You must also register for Math 1001 CRN: 51729. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,51727,12,,,7,MATH 1001,QUANTITATIVE REASONING,38,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Spengler, Egon",FT,24,24,,,9,"You must also register for Math 0997 CRN: 51709. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
202505,PC,51729,12,,,7,MATH 1001,QUANTITATIVE REASONING,42,A,E,O,PF,B,3,,,A,1,TBA,TBA,,A,ONLINE ,"01 Spengler, Egon",FT,24,24,,,13,"You must also register for Math 0997 CRN: 52258. This section is an online class. To begin your class, log in to icollege.gsu.edu on the first day of classes, locate your course, and complete the Class Passport. Students must use an installed lockdown browser and a webcam to complete the final exam and other exams at the instructor's discretion. You must have access to a web camera, a microphone, and a device that works with the lockdown browser. The lockdown browser does not work with Chromebooks. It will be necessary to install special software on your computer.Â ",,,A,Y,0,0,,,,,,
